source,destination
/docs/mobile-services/xamarin/ios-xamarin/methods-ios.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/xamarin/c-ios/methods-ios.md
/docs/mobile-services/xamarin/ios-xamarin/c-classes-enums-constants.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/xamarin/c-ios/c-classes-enums-constants.md
/docs/mobile-services/universal-windows/overview.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/universal-windows/overview.md
/docs/mobile-services/universal-windows/get-started-univ-win-plat/c-getting-started.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/universal-windows/c-getting-started/c-getting-started.md
/docs/mobile-services/universal-windows/get-started-univ-win-plat/dev-qs.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/universal-windows/c-getting-started/dev-qs.md
/docs/mobile-services/universal-windows/release-notes.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/universal-windows/release-notes.md
/docs/mobile-services/universal-windows/config-univ-win-plat/c-configuration.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/universal-windows/c-configuration/c-configuration.md
/docs/mobile-services/universal-windows/config-univ-win-plat/c.json.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/universal-windows/c-configuration/c.json.md
/docs/mobile-services/universal-windows/config-univ-win-plat/methods.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/universal-windows/c-configuration/methods.md
/docs/mobile-services/universal-windows/analytics-univ-win-plat/analytics.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/universal-windows/analytics/analytics.md
/docs/mobile-services/universal-windows/analytics-univ-win-plat/products.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/universal-windows/analytics/products.md
/docs/mobile-services/universal-windows/analytics-univ-win-plat/event-serialization.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/universal-windows/analytics/event-serialization.md
/docs/mobile-services/universal-windows/analytics-univ-win-plat/video-qs.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/universal-windows/analytics/video-qs.md
/docs/mobile-services/universal-windows/analytics-univ-win-plat/analytics-methods.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/universal-windows/analytics/analytics-methods.md
/docs/mobile-services/universal-windows/target-methods.html,https://github.com/Adobe-Marketing-Cloud/mobile-services/blob/master/docs/universal-windows/target/target-methods.md
